[EXITO] Bandera: Paquete llegó a destino. Paquete: 221484601, Destino: OYSN, Tiempo restante: 213 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 75139803, Destino: LATI, Tiempo restante: 177 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 75139804, Destino: LATI, Tiempo restante: 177 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256121301, Destino: SBBR, Tiempo restante: 236 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256121601, Destino: SBBR, Tiempo restante: 857 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394701, Destino: LDZA, Tiempo restante: 441 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394702, Destino: LDZA, Tiempo restante: 1255 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394501, Destino: LDZA, Tiempo restante: 1245 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394502, Destino: LDZA, Tiempo restante: 1245 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256121101, Destino: SBBR, Tiempo restante: 223 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88927801, Destino: LBSF, Tiempo restante: 1095 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146036401, Destino: OAKB, Tiempo restante: 247 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199344501, Destino: OPKC, Tiempo restante: 275 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88927401, Destino: LBSF, Tiempo restante: 2520 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199344401, Destino: OPKC, Tiempo restante: 796 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146036001, Destino: OAKB, Tiempo restante: 232 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88927201, Destino: LBSF, Tiempo restante: 2134 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161316201, Destino: OERK, Tiempo restante: 827 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199344101, Destino: OPKC, Tiempo restante: 1103 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 79394901, Destino esperado: LDZA, Último destino: EBCI, Tiempo restante: 1136 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394901, Destino: LDZA, Tiempo restante: 536 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394902, Destino: LDZA, Tiempo restante: 1277 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293350201, Destino: SGAS, Tiempo restante: 280 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 293350202, Destino: SGAS, Tiempo restante: 520 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 293350203, Destino esperado: SGAS, Último destino: EDDI, Tiempo restante: 529 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 293350203, Destino esperado: SGAS, Último destino: EHAM, Tiempo restante: 288 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 293350203, Destino esperado: SGAS, Último destino: LOWW, Tiempo restante: 22 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 293350203, Origen: SPIM, Destino: SGAS, Tiempo restante: 22 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199344301, Destino: OPKC, Tiempo restante: 1706 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394801, Destino: LDZA, Tiempo restante: 1897 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79394802, Destino: LDZA, Tiempo restante: 1618 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161316301, Destino: OERK, Tiempo restante: 664 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 114824701, Destino esperado: LKPR, Último destino: OAKB, Tiempo restante: 2265 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824701, Destino: LKPR, Tiempo restante: 1165 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824702, Destino: LKPR, Tiempo restante: 633 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824703, Destino: LKPR, Tiempo restante: 2502 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58158801, Destino: EKCH, Tiempo restante: 201 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58158802, Destino: EKCH, Tiempo restante: 308 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 58158803, Destino: EKCH, Tiempo restante: 1748 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824101, Destino: LKPR, Tiempo restante: 1421 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824102, Destino: LKPR, Tiempo restante: 1517 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824103, Destino: LKPR, Tiempo restante: 562 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824801, Destino: LKPR, Tiempo restante: 2518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824802, Destino: LKPR, Tiempo restante: 2518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114824803, Destino: LKPR, Tiempo restante: 164 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146033701, Destino: OAKB, Tiempo restante: 667 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256124801, Destino: SBBR, Tiempo restante: 9 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146033801, Destino: OAKB, Tiempo restante: 679 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256124501, Destino: SBBR, Tiempo restante: 973 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122026301, Destino: OAKB, Tiempo restante: 410 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122026302, Destino: OAKB, Tiempo restante: 347 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88928701, Destino: LBSF, Tiempo restante: 2572 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161317101, Destino: OERK, Tiempo restante: 857 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607001, Destino: SEQM, Tiempo restante: 509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607002, Destino: SEQM, Tiempo restante: 1615 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607003, Destino: SEQM, Tiempo restante: 1615 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607004, Destino: SEQM, Tiempo restante: 175 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161317301, Destino: OERK, Tiempo restante: 864 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 300607101, Destino esperado: SEQM, Último destino: LBSF, Tiempo restante: 2578 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607101, Destino: SEQM, Tiempo restante: 354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607102, Destino: SEQM, Tiempo restante: 823 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 300607103, Destino esperado: SEQM, Último destino: SVMI, Tiempo restante: 749 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607103, Destino: SEQM, Tiempo restante: 269 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300607104, Destino: SEQM, Tiempo restante: 1440 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161317201, Destino: OERK, Tiempo restante: 861 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161317501, Destino: OERK, Tiempo restante: 707 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161317901, Destino: OERK, Tiempo restante: 893 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199342801, Destino: OPKC, Tiempo restante: 184 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256123901, Destino: SBBR, Tiempo restante: 1184 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256123601, Destino: SBBR, Tiempo restante: 1458 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256123701, Destino: SBBR, Tiempo restante: 1457 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256123201, Destino: SBBR, Tiempo restante: 2 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146034401, Destino: OAKB, Tiempo restante: 147 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146034301, Destino: OAKB, Tiempo restante: 1061 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 256123301, Destino: SBBR, Tiempo restante: 1691 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146034501, Destino: OAKB, Tiempo restante: 160 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606701, Destino: SEQM, Tiempo restante: 771 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606702, Destino: SEQM, Tiempo restante: 132 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606703, Destino: SEQM, Tiempo restante: 132 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606704, Destino: SEQM, Tiempo restante: 1388 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122025401, Destino: OAKB, Tiempo restante: 756 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122025402, Destino: OAKB, Tiempo restante: 360 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 146034001, Destino esperado: OAKB, Último destino: OSDI, Tiempo restante: 1228 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146034001, Destino: OAKB, Tiempo restante: 244 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 146034201, Destino esperado: OAKB, Último destino: UMMS, Tiempo restante: 321 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 146034201, Destino esperado: OAKB, Último destino: LBSF, Tiempo restante: 77 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 146034201, Origen: UBBB, Destino: OAKB, Tiempo restante: 77 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606301, Destino: SEQM, Tiempo restante: 1524 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606302, Destino: SEQM, Tiempo restante: 723 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606303, Destino: SEQM, Tiempo restante: 84 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606304, Destino: SEQM, Tiempo restante: 418 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88929601, Destino: LBSF, Tiempo restante: 1484 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161318201, Destino: OERK, Tiempo restante: 907 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122025601, Destino: OAKB, Tiempo restante: 312 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122025602, Destino: OAKB, Tiempo restante: 771 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606201, Destino: SEQM, Tiempo restante: 1336 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606202, Destino: SEQM, Tiempo restante: 80 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606203, Destino: SEQM, Tiempo restante: 1520 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606204, Destino: SEQM, Tiempo restante: 414 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161318101, Destino: OERK, Tiempo restante: 898 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606001, Destino: SEQM, Tiempo restante: 1306 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606002, Destino: SEQM, Tiempo restante: 50 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606003, Destino: SEQM, Tiempo restante: 384 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 300606004, Destino: SEQM, Tiempo restante: 1490 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88929201, Destino: LBSF, Tiempo restante: 28 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161318501, Destino: OERK, Tiempo restante: 749 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 137306201, Destino: OERK, Tiempo restante: 1284 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353301, Destino: SGAS, Tiempo restante: 1315 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353302, Destino: SGAS, Tiempo restante: 1392 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353303, Destino: SGAS, Tiempo restante: 1392 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353801, Destino: SGAS, Tiempo restante: 2 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353802, Destino: SGAS, Tiempo restante: 2 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353803, Destino: SGAS, Tiempo restante: 874 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353601, Destino: SGAS, Tiempo restante: 1346 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353602, Destino: SGAS, Tiempo restante: 1423 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317353603, Destino: SGAS, Tiempo restante: 1423 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103400901, Destino: LDZA, Tiempo restante: 1855 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122028101, Destino: OAKB, Tiempo restante: 1439 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122028102, Destino: OAKB, Tiempo restante: 437 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103400601, Destino: LDZA, Tiempo restante: 2281 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122028601, Destino: OAKB, Tiempo restante: 914 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122028602, Destino: OAKB, Tiempo restante: 17 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934801, Destino: SVMI, Tiempo restante: 283 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934802, Destino: SVMI, Tiempo restante: 1269 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934803, Destino: SVMI, Tiempo restante: 283 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934901, Destino: SVMI, Tiempo restante: 2031 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934902, Destino: SVMI, Tiempo restante: 290 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 361934903, Destino: SVMI, Tiempo restante: 2031 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317354301, Destino: SGAS, Tiempo restante: 41 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317354302, Destino: SGAS, Tiempo restante: 913 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317354303, Destino: SGAS, Tiempo restante: 1404 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 137307601, Destino: OERK, Tiempo restante: 1341 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 230547401, Destino: OYSN, Tiempo restante: 2205 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 230547601, Destino: OYSN, Tiempo restante: 2215 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 230547801, Destino: OYSN, Tiempo restante: 1218 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 137307201, Destino: OERK, Tiempo restante: 1326 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317354801, Destino: SGAS, Tiempo restante: 1532 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 317354802, Destino: SGAS, Tiempo restante: 15 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027201, Destino: OAKB, Tiempo restante: 452 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027202, Destino: OAKB, Tiempo restante: 848 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 230547101, Destino: OYSN, Tiempo restante: 2194 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027601, Destino: OAKB, Tiempo restante: 409 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027602, Destino: OAKB, Tiempo restante: 1411 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43187401, Destino: EHAM, Tiempo restante: 2143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43187402, Destino: EHAM, Tiempo restante: 703 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43187403, Destino: EHAM, Tiempo restante: 2143 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 43187404, Destino esperado: EHAM, Último destino: SPIM, Tiempo restante: 916 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 43187404, Destino esperado: EHAM, Último destino: LKPR, Tiempo restante: 16 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 43187404, Origen: UBBB, Destino: EHAM, Tiempo restante: 16 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43187405, Destino: EHAM, Tiempo restante: 2143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027501, Destino: OAKB, Tiempo restante: 400 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027502, Destino: OAKB, Tiempo restante: 1402 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027801, Destino: OAKB, Tiempo restante: 1419 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 122027802, Destino: OAKB, Tiempo restante: 417 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043501, Destino: OSDI, Tiempo restante: 1218 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043502, Destino: OSDI, Tiempo restante: 721 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043503, Destino: OSDI, Tiempo restante: 1218 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043504, Destino: OSDI, Tiempo restante: 721 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043505, Destino: OSDI, Tiempo restante: 63 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043506, Destino: OSDI, Tiempo restante: 1218 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043507, Destino: OSDI, Tiempo restante: 63 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 229043508, Destino: OSDI, Tiempo restante: 721 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199345901, Destino: OPKC, Tiempo restante: 1786 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146037101, Destino: OAKB, Tiempo restante: 117 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199345801, Destino: OPKC, Tiempo restante: 1183 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199345401, Destino: OPKC, Tiempo restante: 1699 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256301, Destino: OMDB, Tiempo restante: 1684 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256302, Destino: OMDB, Tiempo restante: 1684 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256303, Destino: OMDB, Tiempo restante: 717 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256401, Destino: OMDB, Tiempo restante: 256 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256402, Destino: OMDB, Tiempo restante: 1696 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256403, Destino: OMDB, Tiempo restante: 729 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256101, Destino: OMDB, Tiempo restante: 901 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256102, Destino: OMDB, Tiempo restante: 692 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256103, Destino: OMDB, Tiempo restante: 1293 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256201, Destino: OMDB, Tiempo restante: 919 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256202, Destino: OMDB, Tiempo restante: 710 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256203, Destino: OMDB, Tiempo restante: 1677 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256701, Destino: OMDB, Tiempo restante: 282 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256702, Destino: OMDB, Tiempo restante: 282 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164256703, Destino: OMDB, Tiempo restante: 1356 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79396301, Destino: LDZA, Tiempo restante: 1180 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79396302, Destino: LDZA, Tiempo restante: 1383 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103401401, Destino: LDZA, Tiempo restante: 1739 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103401301, Destino: LDZA, Tiempo restante: 1188 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103401201, Destino: LDZA, Tiempo restante: 1935 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199346601, Destino: OPKC, Tiempo restante: 1168 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 103401001, Destino: LDZA, Tiempo restante: 1915 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158901, Destino: EKCH, Tiempo restante: 616 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158902, Destino: EKCH, Tiempo restante: 1041 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158903, Destino: EKCH, Tiempo restante: 209 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 199346201, Destino: OPKC, Tiempo restante: 359 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158701, Destino: EKCH, Tiempo restante: 600 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158702, Destino: EKCH, Tiempo restante: 193 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 43158703, Destino: EKCH, Tiempo restante: 1025 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573001, Destino: SCEL, Tiempo restante: 1613 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573002, Destino: SCEL, Tiempo restante: 1613 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573003, Destino: SCEL, Tiempo restante: 173 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573004, Destino: SCEL, Tiempo restante: 173 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573005, Destino: SCEL, Tiempo restante: 1613 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573006, Destino: SCEL, Tiempo restante: 1316 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573007, Destino: SCEL, Tiempo restante: 1316 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270573008, Destino: SCEL, Tiempo restante: 1316 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572901, Destino: SCEL, Tiempo restante: 133 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572902, Destino: SCEL, Tiempo restante: 133 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572903, Destino: SCEL, Tiempo restante: 133 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572904, Destino: SCEL, Tiempo restante: 133 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572905, Destino: SCEL, Tiempo restante: 1037 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572906, Destino: SCEL, Tiempo restante: 1573 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572907, Destino: SCEL, Tiempo restante: 516 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285572908, Destino: SCEL, Tiempo restante: 133 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221537901, Destino: OYSN, Tiempo restante: 1503 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221537701, Destino: OYSN, Tiempo restante: 630 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221537801, Destino: OYSN, Tiempo restante: 63 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161600901, Destino: OJAI, Tiempo restante: 1011 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161600902, Destino: OJAI, Tiempo restante: 1825 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161600701, Destino: OJAI, Tiempo restante: 999 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161600702, Destino: OJAI, Tiempo restante: 373 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221536701, Destino: OYSN, Tiempo restante: 589 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221536501, Destino: OYSN, Tiempo restante: 12 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573101, Destino: SCEL, Tiempo restante: 1086 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573102, Destino: SCEL, Tiempo restante: 182 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573103, Destino: SCEL, Tiempo restante: 1086 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573104, Destino: SCEL, Tiempo restante: 565 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573105, Destino: SCEL, Tiempo restante: 565 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573106, Destino: SCEL, Tiempo restante: 1086 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573107, Destino: SCEL, Tiempo restante: 182 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285573108, Destino: SCEL, Tiempo restante: 1086 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 152596501, Destino: OJAI, Tiempo restante: 379 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 152596502, Destino: OJAI, Tiempo restante: 784 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161601301, Destino: OJAI, Tiempo restante: 2225 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161601302, Destino: OJAI, Tiempo restante: 2225 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572801, Destino: SCEL, Tiempo restante: 655 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572802, Destino: SCEL, Tiempo restante: 816 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572803, Destino: SCEL, Tiempo restante: 655 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572804, Destino: SCEL, Tiempo restante: 120 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572805, Destino: SCEL, Tiempo restante: 816 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572806, Destino: SCEL, Tiempo restante: 1263 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572807, Destino: SCEL, Tiempo restante: 120 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572808, Destino: SCEL, Tiempo restante: 816 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 161601001, Destino esperado: OJAI, Último destino: VIDP, Tiempo restante: 1717 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161601001, Destino: OJAI, Tiempo restante: 860 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 161601002, Destino: OJAI, Tiempo restante: 395 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572601, Destino: SCEL, Tiempo restante: 1509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572602, Destino: SCEL, Tiempo restante: 1509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572603, Destino: SCEL, Tiempo restante: 1212 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572604, Destino: SCEL, Tiempo restante: 1509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572605, Destino: SCEL, Tiempo restante: 604 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572606, Destino: SCEL, Tiempo restante: 765 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572607, Destino: SCEL, Tiempo restante: 604 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 270572608, Destino: SCEL, Tiempo restante: 1509 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 90820401, Destino: LKPR, Tiempo restante: 869 min
